OBJECTID,UNITID,ASSOCIATEDNAME,SAMPLEDATE,DICHLOROBENZENE_1_2,TRANS_1_3_DICHLOROPROPYLENE,DICHLOROBENZENE_1_4,SILVER,ALUMINUM,ALGAE_AND_CYANOBACTERIA,ARSENIC,BORON,BARIUM,BERYLLIUM,BENZENE,BISMUTH,CALCIUM,CBIOCHEMICAL_OXYGEN_DEMAND,CADMIUM,CIS_1_2_DICHLOROETHYLENE,CHLOROFORM,CHLORIDE,COBALT,CONDUCTIVITY_FIELD,CHROMIUM,COPPER,DICHLOROMETHANE,DISSOLVED_OXYGEN,DISSOLVED_OXYGEN_FIELD,ESCHERICHIA_COLI,ETHYLBENZENE,FLUORIDE,IRON,HARDNESS,POTASSIUM,LITHIUM,MICROSCOPIC_ANALYSIS,MAGNESIUM,MANGANESE,MOLYBDENUM,M_PLUS_P_XYLENE,SODIUM,UNIONIZED_AMMONIA_AS_NH3_AT_FI,AMMONIA_PLUS_AMMONIUM_AS_N,NICKEL,NITRITE_AS_N,NITRATE_AS_N,NITRATE_PLUS_NITRITE_AS_N,O_PHOSPHATE_AS_P,O_XYLENE,PHOSPHORUS_TOTAL,PHOSPHORUS_DISSOLVED_TOTAL,LEAD,PH,PH_FIELD,ANTIMONY,SELENIUM,SILICON,TIN,STRONTIUM,TETRACHLOROETHANE_1_1_2_2,TEMPERATURE_FIELD,TRICHLOROETHYLENE,TITANIUM,TOTAL_KJELDAHL_NITROGEN_AS_N,THALLIUM,TOLUENE,TOTAL_SUSPENDED_SOLIDS,TETRACHLOROETHYLENE,URANIUM,VANADIUM,TUNGSTEN,XYLENE,CAFFEINE,ZINC,ZIRCONIUM,LONGITUDE,LATITUDE
728,UC SW5,URBAN HAMILTON SWQP,2021/09/09 05:00:00+00,,,,<0.0001 mg/L,0.061 mg/L,,0.0009 mg/L,0.055 mg/L,0.0262 mg/L,<0.0001 mg/L,,<0.0001 mg/L,41.0 mg/L,<3 mg/L,<0.0001 mg/L,,,81.2 mg/L,<0.0001 mg/L,557.0 uS/cm,0.0003 mg/L,0.0017 mg/L,,,6.50 mg/L,15500 MPN/100mL,,,0.101 mg/L,155 mg/L,4.00 mg/L,0.0052 mg/L,,12.8 mg/L,0.0241 mg/L,0.0050 mg/L,,50.1 mg/L,,0.05 mg/L,0.0013 mg/L,0.14 mg/L,1.73 mg/L,,<0.05 mg/L,,0.068 mg/L,,0.0005 mg/L,,8.24 pH,0.0004 mg/L,0.0003 mg/L,0.70 mg/L,<0.0001 mg/L,0.360 mg/L,,22.7 C,,0.0028 mg/L,0.6 mg/L,<0.0003 mg/L,,5.0 mg/L,,0.453 ug/L,0.0008 mg/L,0.0002 mg/L,,,0.005 mg/L,<0.0004 mg/L,-79.84979,43.27552
729,UC SW5,URBAN HAMILTON SWQP,2021/10/19 05:00:00+00,,,,<0.0001 mg/L,0.083 mg/L,,0.0011 mg/L,0.057 mg/L,0.0301 mg/L,<0.0001 mg/L,,<0.0001 mg/L,48.2 mg/L,<3 mg/L,<0.0001 mg/L,,,79.0 mg/L,<0.0001 mg/L,590.7 uS/cm,0.0003 mg/L,0.0016 mg/L,,,6.25 mg/L,228 MPN/100mL,,,0.119 mg/L,174 mg/L,3.98 mg/L,0.0051 mg/L,,13.1 mg/L,0.0370 mg/L,0.0048 mg/L,,47.6 mg/L,,0.11 mg/L,0.0013 mg/L,0.10 mg/L,1.62 mg/L,,<0.05 mg/L,,0.060 mg/L,,0.0005 mg/L,,7.86 pH,0.0002 mg/L,0.0003 mg/L,0.56 mg/L,<0.0001 mg/L,0.412 mg/L,,17.6 C,,0.0021 mg/L,0.5 mg/L,<0.0003 mg/L,,4.6 mg/L,,0.516 ug/L,0.0007 mg/L,0.0002 mg/L,,,0.005 mg/L,<0.0004 mg/L,-79.84979,43.27552
730,UC SW5,URBAN HAMILTON SWQP,2021/11/04 05:00:00+00,,,,<0.0001 mg/L,0.114 mg/L,,0.0010 mg/L,0.059 mg/L,0.0308 mg/L,<0.0001 mg/L,,<0.0001 mg/L,43.1 mg/L,<2 mg/L,<0.0001 mg/L,,,78.9 mg/L,0.0001 mg/L,604.5 uS/cm,0.0004 mg/L,0.0018 mg/L,,,8.29 mg/L,320 MPN/100mL,,,0.188 mg/L,165 mg/L,4.28 mg/L,0.0055 mg/L,,13.9 mg/L,0.0490 mg/L,0.0048 mg/L,,49.9 mg/L,,0.27 mg/L,0.0014 mg/L,<0.05 mg/L,1.77 mg/L,,0.05 mg/L,,0.086 mg/L,,0.0007 mg/L,,7.96 pH,0.0003 mg/L,0.0003 mg/L,0.98 mg/L,0.0001 mg/L,0.433 mg/L,,13.4 C,,0.0033 mg/L,0.7 mg/L,<0.0003 mg/L,,4.6 mg/L,,0.558 ug/L,0.0008 mg/L,0.0002 mg/L,,,0.007 mg/L,<0.0004 mg/L,-79.84979,43.27552
731,UC SW5,URBAN HAMILTON SWQP,2022/04/13 05:00:00+00,,,,<0.0001 mg/L,0.051 mg/L,,0.0007 mg/L,0.059 mg/L,0.0320 mg/L,<0.0001 mg/L,,<0.0001 mg/L,64.6 mg/L,<2 mg/L,<0.0001 mg/L,,,126 mg/L,<0.0001 mg/L,776 uS/cm,0.0002 mg/L,0.0017 mg/L,,,13.3 mg/L,2 MPN/100mL,,,0.076 mg/L,225 mg/L,4.34 mg/L,0.0059 mg/L,,15.5 mg/L,0.0144 mg/L,0.0053 mg/L,,74.8 mg/L,,0.16 mg/L,0.0014 mg/L,0.08 mg/L,2.67 mg/L,,<0.05 mg/L,,0.048 mg/L,,0.0002 mg/L,,8.45 pH,0.0004 mg/L,0.0003 mg/L,0.14 mg/L,<0.0001 mg/L,0.551 mg/L,,6.6 C,,0.0011 mg/L,0.6 mg/L,<0.0003 mg/L,,3.7 mg/L,,0.755 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.006 mg/L,<0.0004 mg/L,-79.84979,43.27552
732,UC SW5,URBAN HAMILTON SWQP,2022/06/21 05:00:00+00,,,,<0.0001 mg/L,0.031 mg/L,,0.0007 mg/L,0.059 mg/L,0.0312 mg/L,<0.0001 mg/L,,<0.0001 mg/L,57.6 mg/L,<2 mg/L,<0.0001 mg/L,,,116 mg/L,0.0001 mg/L,743 uS/cm,0.0002 mg/L,0.0019 mg/L,,,10.1 mg/L,9 MPN/100mL,,,0.050 mg/L,206 mg/L,4.45 mg/L,0.0058 mg/L,,15.0 mg/L,0.0152 mg/L,0.0047 mg/L,,69.4 mg/L,,0.06 mg/L,0.0014 mg/L,<0.1 mg/L,2.86 mg/L,,<0.05 mg/L,,0.035 mg/L,,0.0002 mg/L,,8.59 pH,0.0004 mg/L,0.0004 mg/L,0.15 mg/L,<0.0001 mg/L,0.507 mg/L,,20.5 C,,0.0037 mg/L,0.5 mg/L,<0.0003 mg/L,,2.0 mg/L,,0.658 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.005 mg/L,<0.0004 mg/L,-79.84979,43.27552
733,UC SW5,URBAN HAMILTON SWQP,2022/08/31 05:00:00+00,,,,<0.0001 mg/L,0.100 mg/L,,0.0010 mg/L,0.054 mg/L,0.0260 mg/L,<0.0001 mg/L,,<0.0001 mg/L,40.2 mg/L,<2 mg/L,<0.0001 mg/L,,,79.4 mg/L,0.0001 mg/L,530 uS/cm,0.0005 mg/L,0.0019 mg/L,,,6.9 mg/L,14200 MPN/100mL,,,0.187 mg/L,151 mg/L,3.57 mg/L,0.0050 mg/L,,12.4 mg/L,0.0194 mg/L,0.0042 mg/L,,47.8 mg/L,,0.07 mg/L,0.0012 mg/L,0.06 mg/L,1.73 mg/L,,<0.05 mg/L,,0.058 mg/L,,0.0008 mg/L,,8.38 pH,0.0004 mg/L,0.0003 mg/L,0.80 mg/L,<0.0001 mg/L,0.337 mg/L,,23.1 C,,0.0027 mg/L,0.8 mg/L,<0.0003 mg/L,,7.8 mg/L,,0.455 ug/L,0.0008 mg/L,0.0002 mg/L,,,0.006 mg/L,<0.0004 mg/L,-79.84979,43.27552
734,UC SW5,URBAN HAMILTON SWQP,2022/09/16 05:00:00+00,,,,<0.0001 mg/L,0.046 mg/L,,0.0011 mg/L,0.058 mg/L,0.0280 mg/L,<0.0001 mg/L,,<0.0001 mg/L,40.0 mg/L,<2 mg/L,<0.0001 mg/L,,,77.6 mg/L,<0.0001 mg/L,526 uS/cm,0.0002 mg/L,0.0014 mg/L,,,7.0 mg/L,326 MPN/100mL,,,0.089 mg/L,152 mg/L,3.65 mg/L,0.0050 mg/L,,12.6 mg/L,0.0150 mg/L,0.0044 mg/L,,44.7 mg/L,,0.10 mg/L,0.0011 mg/L,0.07 mg/L,1.58 mg/L,,<0.05 mg/L,,0.038 mg/L,,0.0004 mg/L,,8.40 pH,0.0004 mg/L,0.0002 mg/L,0.72 mg/L,<0.0001 mg/L,0.359 mg/L,,21.8 C,,0.0012 mg/L,0.5 mg/L,<0.0003 mg/L,,2.6 mg/L,,0.454 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.003 mg/L,<0.0004 mg/L,-79.84979,43.27552
735,UC SW3,URBAN HAMILTON SWQP,2021/11/04 05:00:00+00,,,,<0.0001 mg/L,0.099 mg/L,,0.0011 mg/L,0.067 mg/L,0.0306 mg/L,<0.0001 mg/L,,<0.0001 mg/L,42.8 mg/L,<2 mg/L,<0.0001 mg/L,,,78.0 mg/L,0.0001 mg/L,603.6 uS/cm,0.0003 mg/L,0.0014 mg/L,,,8.48 mg/L,150 MPN/100mL,,,0.155 mg/L,162 mg/L,4.28 mg/L,0.0062 mg/L,,13.4 mg/L,0.0496 mg/L,0.0048 mg/L,,49.0 mg/L,,0.22 mg/L,0.0013 mg/L,<0.05 mg/L,1.79 mg/L,,0.05 mg/L,,0.092 mg/L,,0.0004 mg/L,,8.02 pH,0.0004 mg/L,0.0003 mg/L,0.93 mg/L,0.0001 mg/L,0.435 mg/L,,12.8 C,,0.0030 mg/L,0.2 mg/L,<0.0003 mg/L,,3.5 mg/L,,0.549 ug/L,0.0008 mg/L,0.0002 mg/L,,,0.005 mg/L,<0.0004 mg/L,-79.86182,43.27827
736,UC SW3,URBAN HAMILTON SWQP,2022/04/13 05:00:00+00,,,,<0.0001 mg/L,0.066 mg/L,,0.0007 mg/L,0.061 mg/L,0.0332 mg/L,<0.0001 mg/L,,<0.0001 mg/L,65.0 mg/L,<2 mg/L,<0.0001 mg/L,,,125 mg/L,0.0001 mg/L,777 uS/cm,0.0002 mg/L,0.0016 mg/L,,,14.0 mg/L,0 MPN/100mL,,,0.094 mg/L,230 mg/L,4.30 mg/L,0.0058 mg/L,,16.4 mg/L,0.0178 mg/L,0.0051 mg/L,,74.2 mg/L,,0.13 mg/L,0.0014 mg/L,0.07 mg/L,2.51 mg/L,,<0.05 mg/L,,0.044 mg/L,,0.0002 mg/L,,8.54 pH,0.0004 mg/L,0.0003 mg/L,0.19 mg/L,<0.0001 mg/L,0.600 mg/L,,6.7 C,,0.0014 mg/L,0.8 mg/L,<0.0003 mg/L,,4.0 mg/L,,0.829 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.007 mg/L,<0.0004 mg/L,-79.86182,43.27827
737,UC SW3,URBAN HAMILTON SWQP,2022/05/10 05:00:00+00,,,,<0.0001 mg/L,0.094 mg/L,,0.0007 mg/L,0.060 mg/L,0.0352 mg/L,<0.0001 mg/L,,<0.0001 mg/L,64.6 mg/L,3 mg/L,<0.0001 mg/L,,,122 mg/L,0.0001 mg/L,774 uS/cm,0.0002 mg/L,0.0016 mg/L,,,11.9 mg/L,0 MPN/100mL,,,0.119 mg/L,231 mg/L,4.30 mg/L,0.0059 mg/L,,16.9 mg/L,0.0227 mg/L,0.0046 mg/L,,74.1 mg/L,,0.04 mg/L,0.0013 mg/L,0.06 mg/L,2.43 mg/L,,<0.05 mg/L,,0.056 mg/L,,0.0002 mg/L,,8.42 pH,0.0003 mg/L,0.0003 mg/L,0.46 mg/L,<0.0001 mg/L,0.606 mg/L,,11.8 C,,0.0019 mg/L,0.6 mg/L,<0.0003 mg/L,,6.2 mg/L,,0.823 ug/L,0.0006 mg/L,0.0001 mg/L,,,0.004 mg/L,<0.0004 mg/L,-79.86182,43.27827
738,UC SW3,URBAN HAMILTON SWQP,2022/06/21 05:00:00+00,,,,<0.0001 mg/L,0.027 mg/L,,0.0008 mg/L,0.061 mg/L,0.0329 mg/L,<0.0001 mg/L,,<0.0001 mg/L,54.0 mg/L,<2 mg/L,<0.0001 mg/L,,,115 mg/L,0.0001 mg/L,742 uS/cm,0.0003 mg/L,0.0022 mg/L,,,9.6 mg/L,4 MPN/100mL,,,0.036 mg/L,201 mg/L,4.72 mg/L,0.0057 mg/L,,16.0 mg/L,0.0143 mg/L,0.0051 mg/L,,73.1 mg/L,,0.05 mg/L,0.0014 mg/L,<0.1 mg/L,2.73 mg/L,,<0.05 mg/L,,0.027 mg/L,,0.0002 mg/L,,8.53 pH,0.0004 mg/L,0.0004 mg/L,0.14 mg/L,<0.0001 mg/L,0.533 mg/L,,21.2 C,,0.0006 mg/L,0.5 mg/L,<0.0003 mg/L,,1.6 mg/L,,0.690 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.004 mg/L,<0.0004 mg/L,-79.86182,43.27827
739,UC SW3,URBAN HAMILTON SWQP,2022/07/14 05:00:00+00,,,,<0.0001 mg/L,0.023 mg/L,,0.0009 mg/L,0.056 mg/L,0.0280 mg/L,<0.0001 mg/L,,<0.0001 mg/L,53.7 mg/L,<2 mg/L,<0.0001 mg/L,,,103 mg/L,<0.0001 mg/L,659 uS/cm,0.0001 mg/L,0.0018 mg/L,,,9.3 mg/L,21 MPN/100mL,,,0.033 mg/L,191 mg/L,4.35 mg/L,0.0054 mg/L,,13.7 mg/L,0.0133 mg/L,0.0042 mg/L,,59.2 mg/L,,<0.01 mg/L,0.0013 mg/L,0.07 mg/L,2.48 mg/L,,<0.05 mg/L,,0.034 mg/L,,0.0001 mg/L,,8.55 pH,0.0004 mg/L,0.0003 mg/L,0.33 mg/L,<0.0001 mg/L,0.450 mg/L,,21.3 C,,0.0006 mg/L,0.6 mg/L,<0.0003 mg/L,,2.8 mg/L,,0.589 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.003 mg/L,<0.0004 mg/L,-79.86182,43.27827
740,UC SW3,URBAN HAMILTON SWQP,2022/08/31 05:00:00+00,,,,<0.0001 mg/L,0.013 mg/L,,0.0010 mg/L,0.057 mg/L,0.0259 mg/L,<0.0001 mg/L,,<0.0001 mg/L,39.2 mg/L,<2 mg/L,<0.0001 mg/L,,,80.1 mg/L,<0.0001 mg/L,530 uS/cm,<0.0001 mg/L,0.0015 mg/L,,,7.7 mg/L,96 MPN/100mL,,,0.023 mg/L,151 mg/L,3.74 mg/L,0.0050 mg/L,,13.0 mg/L,0.0093 mg/L,0.0043 mg/L,,50.9 mg/L,,0.04 mg/L,0.0011 mg/L,0.05 mg/L,1.73 mg/L,,<0.05 mg/L,,0.039 mg/L,,<0.0001 mg/L,,8.47 pH,0.0004 mg/L,0.0003 mg/L,0.61 mg/L,<0.0001 mg/L,0.357 mg/L,,22.3 C,,<0.0004 mg/L,0.6 mg/L,<0.0003 mg/L,,3.0 mg/L,,0.476 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.002 mg/L,<0.0004 mg/L,-79.86182,43.27827
741,UC SW3,URBAN HAMILTON SWQP,2022/09/16 05:00:00+00,,,,<0.0001 mg/L,0.036 mg/L,,0.0011 mg/L,0.059 mg/L,0.0274 mg/L,<0.0001 mg/L,,<0.0001 mg/L,39.9 mg/L,<2 mg/L,<0.0001 mg/L,,,77.7 mg/L,<0.0001 mg/L,522 uS/cm,0.0001 mg/L,0.0013 mg/L,,,8.6 mg/L,53 MPN/100mL,,,0.060 mg/L,152 mg/L,3.67 mg/L,0.0051 mg/L,,12.6 mg/L,0.0134 mg/L,0.0043 mg/L,,45.6 mg/L,,0.05 mg/L,0.0011 mg/L,0.06 mg/L,1.57 mg/L,,<0.05 mg/L,,0.046 mg/L,,0.0002 mg/L,,8.64 pH,0.0004 mg/L,0.0003 mg/L,0.68 mg/L,<0.0001 mg/L,0.361 mg/L,,20.9 C,,0.0009 mg/L,0.5 mg/L,<0.0003 mg/L,,4.0 mg/L,,0.460 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.003 mg/L,<0.0004 mg/L,-79.86182,43.27827
742,UC SW3,URBAN HAMILTON SWQP,2022/10/27 05:00:00+00,,,,<0.0001 mg/L,0.032 mg/L,,0.0009 mg/L,0.054 mg/L,0.0264 mg/L,<0.0001 mg/L,,<0.0001 mg/L,43.7 mg/L,<2 mg/L,<0.0001 mg/L,,,67.6 mg/L,<0.0001 mg/L,517 uS/cm,0.0001 mg/L,0.0011 mg/L,,,8.9 mg/L,84 MPN/100mL,,,0.059 mg/L,159 mg/L,3.46 mg/L,0.0048 mg/L,,12.1 mg/L,0.0443 mg/L,0.0041 mg/L,,40.8 mg/L,,0.32 mg/L,0.0011 mg/L,0.06 mg/L,1.33 mg/L,,<0.05 mg/L,,0.066 mg/L,,0.0002 mg/L,,8.02 pH,0.0003 mg/L,0.0002 mg/L,0.22 mg/L,<0.0001 mg/L,0.336 mg/L,,12.9 C,,0.0006 mg/L,0.6 mg/L,<0.0003 mg/L,,3.7 mg/L,,0.454 ug/L,0.0005 mg/L,0.0002 mg/L,,,0.003 mg/L,<0.0004 mg/L,-79.86182,43.27827
743,UC SW3,URBAN HAMILTON SWQP,2022/11/24 05:00:00+00,,,,<0.0001 mg/L,0.022 mg/L,,0.0009 mg/L,0.054 mg/L,0.0272 mg/L,<0.0001 mg/L,,<0.0001 mg/L,43.2 mg/L,<2 mg/L,<0.0001 mg/L,,,72.7 mg/L,<0.0001 mg/L,539 uS/cm,0.0001 mg/L,0.0010 mg/L,,,11.4 mg/L,28 MPN/100mL,,,0.039 mg/L,160 mg/L,3.75 mg/L,0.0047 mg/L,,12.6 mg/L,0.0192 mg/L,0.0047 mg/L,,42.8 mg/L,,0.40 mg/L,0.0012 mg/L,0.06 mg/L,1.66 mg/L,,<0.05 mg/L,,0.044 mg/L,,0.0001 mg/L,,8.20 pH,0.0004 mg/L,0.0002 mg/L,0.26 mg/L,<0.0001 mg/L,0.356 mg/L,,7.8 C,,0.0027 mg/L,0.8 mg/L,<0.0003 mg/L,,1.7 mg/L,,0.458 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.003 mg/L,<0.0004 mg/L,-79.86182,43.27827
744,UC SW3,URBAN HAMILTON SWQP,2023/01/10 05:00:00+00,,,,<0.0001 mg/L,0.037 mg/L,,0.0008 mg/L,0.061 mg/L,0.0279 mg/L,<0.0001 mg/L,,<0.0001 mg/L,48.3 mg/L,<2 mg/L,<0.0001 mg/L,,,82.1 mg/L,<0.0001 mg/L,568 uS/cm,0.0001 mg/L,0.0012 mg/L,,,14.7 mg/L,58 MPN/100mL,,,0.054 mg/L,173 mg/L,4.16 mg/L,0.0053 mg/L,,12.7 mg/L,0.0099 mg/L,0.0047 mg/L,,48.4 mg/L,,0.31 mg/L,0.0012 mg/L,0.08 mg/L,2.19 mg/L,,<0.05 mg/L,,0.035 mg/L,,0.0001 mg/L,,8.4 pH,0.0004 mg/L,0.0003 mg/L,0.16 mg/L,<0.0001 mg/L,0.396 mg/L,,2.1 C,,0.001 mg/L,0.5 mg/L,<0.0003 mg/L,,2.6 mg/L,,0.478 ug/L,0.0005 mg/L,0.0002 mg/L,,,0.004 mg/L,<0.0004 mg/L,-79.86182,43.27827
745,UC SW4,URBAN HAMILTON SWQP,2021/06/28 05:00:00+00,,,,<0.0001 mg/L,0.020 mg/L,,0.0008 mg/L,0.060 mg/L,0.0282 mg/L,<0.0001 mg/L,,<0.0001 mg/L,50.0 mg/L,<2 mg/L,<0.0001 mg/L,,,104 mg/L,<0.0001 mg/L,698.1 uS/cm,0.0001 mg/L,0.0018 mg/L,,,9.50 mg/L,31 MPN/100mL,,,0.033 mg/L,183 mg/L,4.25 mg/L,0.0056 mg/L,,14.1 mg/L,0.0138 mg/L,0.0057 mg/L,,61.7 mg/L,,0.08 mg/L,0.0013 mg/L,0.05 mg/L,2.81 mg/L,,<0.05 mg/L,,0.034 mg/L,,0.0002 mg/L,,8.61 pH,0.0004 mg/L,0.0003 mg/L,0.14 mg/L,<0.0001 mg/L,0.437 mg/L,,20.2 C,,0.0005 mg/L,0.6 mg/L,<0.0003 mg/L,,<2 mg/L,,0.531 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.004 mg/L,<0.0004 mg/L,-79.85533,43.27665
746,UC SW4,URBAN HAMILTON SWQP,2021/07/22 05:00:00+00,,,,<0.0001 mg/L,0.010 mg/L,,0.0008 mg/L,0.059 mg/L,0.0270 mg/L,<0.0001 mg/L,,<0.0001 mg/L,51.7 mg/L,<2 mg/L,<0.0001 mg/L,,,95.9 mg/L,<0.0001 mg/L,651.9 uS/cm,0.0001 mg/L,0.0020 mg/L,,,9.92 mg/L,30 MPN/100mL,,,0.017 mg/L,184 mg/L,4.09 mg/L,0.0053 mg/L,,13.4 mg/L,0.0056 mg/L,0.0053 mg/L,,57.4 mg/L,,<0.01 mg/L,0.0013 mg/L,<0.1 mg/L,2.49 mg/L,,<0.05 mg/L,,0.052 mg/L,,<0.0001 mg/L,,8.52 pH,0.0004 mg/L,0.0003 mg/L,0.19 mg/L,<0.0001 mg/L,0.419 mg/L,,23.3 C,,<0.0004 mg/L,0.4 mg/L,<0.0003 mg/L,,2.4 mg/L,,0.520 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.003 mg/L,<0.0004 mg/L,-79.85533,43.27665
747,UC SW4,URBAN HAMILTON SWQP,2021/08/17 05:00:00+00,,,,<0.0001 mg/L,0.023 mg/L,,0.0014 mg/L,0.063 mg/L,0.0287 mg/L,<0.0001 mg/L,,<0.0001 mg/L,48.0 mg/L,7 mg/L,<0.0001 mg/L,,,89.8 mg/L,<0.0001 mg/L,607.1 uS/cm,0.0002 mg/L,0.0024 mg/L,,,10.53 mg/L,16 MPN/100mL,,,0.064 mg/L,175 mg/L,4.32 mg/L,0.0055 mg/L,,13.4 mg/L,0.0149 mg/L,0.0055 mg/L,,53.0 mg/L,,<0.01 mg/L,0.0021 mg/L,0.12 mg/L,1.97 mg/L,,<0.05 mg/L,,0.437 mg/L,,0.0002 mg/L,,8.44 pH,0.0004 mg/L,0.0003 mg/L,0.51 mg/L,<0.0001 mg/L,0.410 mg/L,,24.1 C,,0.0010 mg/L,3.1 mg/L,<0.0003 mg/L,,41.1 mg/L,,0.493 ug/L,0.0007 mg/L,0.0002 mg/L,,,0.005 mg/L,<0.0004 mg/L,-79.85533,43.27665
748,UC SW4,URBAN HAMILTON SWQP,2021/09/09 05:00:00+00,,,,<0.0001 mg/L,0.029 mg/L,,0.0009 mg/L,0.057 mg/L,0.0268 mg/L,<0.0001 mg/L,,<0.0001 mg/L,42.0 mg/L,<3 mg/L,<0.0001 mg/L,,,83.4 mg/L,<0.0001 mg/L,570.2 uS/cm,0.0001 mg/L,0.0018 mg/L,,,7.58 mg/L,1200 MPN/100mL,,,0.050 mg/L,158 mg/L,4.06 mg/L,0.0054 mg/L,,12.8 mg/L,0.0179 mg/L,0.0052 mg/L,,51.2 mg/L,,0.01 mg/L,0.0012 mg/L,0.14 mg/L,1.80 mg/L,,<0.05 mg/L,,0.052 mg/L,,0.0002 mg/L,,8.51 pH,0.0004 mg/L,0.0002 mg/L,0.63 mg/L,<0.0001 mg/L,0.375 mg/L,,22.3 C,,0.0008 mg/L,0.5 mg/L,<0.0003 mg/L,,4.4 mg/L,,0.473 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.003 mg/L,<0.0004 mg/L,-79.85533,43.27665
749,UC SW7,URBAN HAMILTON SWQP,2021/10/19 05:00:00+00,,,,<0.0001 mg/L,0.083 mg/L,,0.0010 mg/L,0.064 mg/L,0.0298 mg/L,<0.0001 mg/L,,<0.0001 mg/L,47.1 mg/L,<3 mg/L,<0.0001 mg/L,,,79.3 mg/L,0.0001 mg/L,592.1 uS/cm,0.0003 mg/L,0.0019 mg/L,,,7.84 mg/L,96 MPN/100mL,,,0.156 mg/L,170 mg/L,4.03 mg/L,0.0058 mg/L,,12.8 mg/L,0.0288 mg/L,0.0050 mg/L,,48.0 mg/L,,0.11 mg/L,0.0014 mg/L,<0.1 mg/L,1.63 mg/L,,<0.05 mg/L,,0.062 mg/L,,0.0011 mg/L,,8.22 pH,0.0002 mg/L,0.0003 mg/L,0.48 mg/L,<0.0001 mg/L,0.411 mg/L,,17.4 C,,0.0023 mg/L,0.5 mg/L,<0.0003 mg/L,,5.8 mg/L,,0.530 ug/L,0.0007 mg/L,0.0002 mg/L,,,0.008 mg/L,<0.0004 mg/L,-79.83515,43.272
750,UC SW7,URBAN HAMILTON SWQP,2021/11/04 05:00:00+00,,,,<0.0001 mg/L,0.077 mg/L,,0.0010 mg/L,0.059 mg/L,0.0298 mg/L,<0.0001 mg/L,,<0.0001 mg/L,42.6 mg/L,<2 mg/L,<0.0001 mg/L,,,80.2 mg/L,<0.0001 mg/L,607.4 uS/cm,0.0003 mg/L,0.0014 mg/L,,,8.44 mg/L,190 MPN/100mL,,,0.132 mg/L,162 mg/L,4.16 mg/L,0.0056 mg/L,,13.5 mg/L,0.0421 mg/L,0.0046 mg/L,,48.5 mg/L,,0.22 mg/L,0.0013 mg/L,<0.05 mg/L,1.78 mg/L,,0.05 mg/L,,0.076 mg/L,,0.0005 mg/L,,8.02 pH,0.0003 mg/L,0.0004 mg/L,0.86 mg/L,<0.0001 mg/L,0.417 mg/L,,12.8 C,,0.0023 mg/L,0.5 mg/L,<0.0003 mg/L,,2.7 mg/L,,0.535 ug/L,0.0008 mg/L,0.0002 mg/L,,,0.006 mg/L,<0.0004 mg/L,-79.83515,43.272
751,UC SW7,URBAN HAMILTON SWQP,2022/04/13 05:00:00+00,,,,<0.0001 mg/L,0.047 mg/L,,0.0007 mg/L,0.061 mg/L,0.0319 mg/L,<0.0001 mg/L,,<0.0001 mg/L,63.6 mg/L,<2 mg/L,<0.0001 mg/L,,,127 mg/L,<0.0001 mg/L,779 uS/cm,0.0002 mg/L,0.0018 mg/L,,,13.9 mg/L,14 MPN/100mL,,,0.070 mg/L,225 mg/L,4.42 mg/L,0.0060 mg/L,,16.0 mg/L,0.0148 mg/L,0.0055 mg/L,,77.1 mg/L,,0.15 mg/L,0.0014 mg/L,0.08 mg/L,2.65 mg/L,,<0.05 mg/L,,0.045 mg/L,,0.0002 mg/L,,8.25 pH,0.0004 mg/L,0.0003 mg/L,0.12 mg/L,<0.0001 mg/L,0.575 mg/L,,6.1 C,,0.0011 mg/L,0.6 mg/L,<0.0003 mg/L,,3.3 mg/L,,0.772 ug/L,0.0006 mg/L,0.0002 mg/L,,,0.006 mg/L,<0.0004 mg/L,-79.83515,43.272
